tenure_months,monthly_spend,support_calls,promo_eligible,debt_ratio,age,is_international,churn
49.0,145.3560559258866,9.0,1.0,0.2735012218155477,56.0,1.0,1
40.0,92.86850958677955,4.0,0.0,0.23236024635590297,53.0,0.0,0
68.0,31.132832444891633,10.0,0.0,0.672840247502169,60.0,0.0,1
33.0,96.60115938491928,9.0,0.0,0.3112351539818467,61.0,0.0,1
51.0,89.1609781886225,1.0,,0.15510037602059767,41.0,,0
17.0,91.37673671826464,1.0,1.0,0.25104067574219524,63.0,1.0,0
11.0,138.66767510140338,5.0,1.0,0.5815346064687449,32.0,1.0,0
0.0,86.44450729899137,8.0,1.0,0.27218586088651214,32.0,,0
,77.5875616526823,4.0,0.0,0.08146782901468196,38.0,0.0,0
3.0,27.798791556163714,3.0,0.0,0.416291304096118,22.0,0.0,0
20.0,126.81447628344728,2.0,0.0,0.04073140618800524,65.0,1.0,0
68.0,37.210603391293354,2.0,0.0,0.3994057403085068,38.0,0.0,0
6.0,80.48262080966913,1.0,1.0,0.14314473916530943,30.0,1.0,0
50.0,85.72185615427922,6.0,1.0,0.33928979352432137,64.0,1.0,1
63.0,22.746064957765455,2.0,1.0,0.20802431221023435,62.0,1.0,0
34.0,96.18614289893674,9.0,0.0,0.3594860822283538,20.0,1.0,0
35.0,68.23416996201854,11.0,0.0,0.45514439983857075,63.0,0.0,1
30.0,110.09808315938993,0.0,1.0,0.05610485906790843,47.0,0.0,0
57.0,68.13448331031123,8.0,0.0,0.18070690386785684,24.0,1.0,1
29.0,80.07256515540699,2.0,1.0,0.3061006328310907,29.0,1.0,0
32.0,133.68264941052388,2.0,1.0,0.36540780792127214,36.0,0.0,0
22.0,145.6470750586413,8.0,0.0,0.2816101846103684,55.0,0.0,0
20.0,113.3099846479519,0.0,0.0,0.5945731796243646,41.0,0.0,0
8.0,46.890064462399245,10.0,1.0,0.683998010557375,41.0,0.0,1
10.0,80.18216793079337,2.0,0.0,0.34956004044467587,21.0,0.0,0
52.0,41.24652037602625,8.0,0.0,0.40655352610889545,23.0,1.0,1
38.0,116.16530656727677,5.0,1.0,0.18662473729353413,69.0,0.0,0
0.0,83.25444013079859,11.0,0.0,,66.0,0.0,1
71.0,111.61173719702182,2.0,0.0,0.5468334464286118,72.0,1.0,0
48.0,86.46647531184759,1.0,1.0,0.09851828398149207,,0.0,0
0.0,96.27129322403334,3.0,0.0,0.2582500070352899,36.0,0.0,0
5.0,95.53864261583573,9.0,1.0,0.3856404916860299,41.0,1.0,1
57.0,145.81486923977948,9.0,1.0,0.393138094852576,56.0,1.0,1
64.0,107.4592132372253,8.0,0.0,0.031331875839965266,62.0,0.0,1
9.0,88.98581500672374,10.0,0.0,0.3162213193679174,21.0,0.0,1
55.0,150.09495035399163,1.0,1.0,0.09086837799050622,41.0,1.0,0
5.0,115.06315488480128,6.0,1.0,0.10030894437165373,65.0,0.0,0
70.0,14.295982676981097,2.0,,0.22727449825023063,48.0,1.0,0
9.0,77.60686175232246,3.0,0.0,0.16569789270095037,75.0,1.0,1
17.0,123.90225211206703,4.0,0.0,0.15103171855685113,22.0,,0
59.0,146.2427458099076,6.0,1.0,0.6187359501868668,41.0,0.0,1
22.0,73.77894664731515,0.0,0.0,0.2190639018292941,76.0,0.0,0
68.0,147.5209098422851,9.0,0.0,0.5486174183376166,28.0,1.0,0
2.0,18.904505899693646,8.0,0.0,0.34570159609363527,19.0,0.0,0
37.0,65.85341400057727,10.0,0.0,0.5318875989930643,31.0,0.0,1
20.0,109.80337086437203,6.0,0.0,0.20343091855194453,31.0,1.0,0
14.0,81.56288194141909,7.0,0.0,0.1352537436981426,77.0,0.0,0
13.0,47.576597859637296,2.0,0.0,0.2136352914584547,55.0,0.0,1
50.0,78.66742132595492,10.0,0.0,0.10870957865495708,79.0,1.0,1
50.0,56.116290132893845,2.0,1.0,0.290618511193828,53.0,1.0,0
10.0,43.80240341959893,,0.0,0.33424534352383484,20.0,1.0,0
1.0,107.74414122943534,10.0,0.0,0.22025544467035177,32.0,0.0,1
44.0,81.49841420269395,6.0,1.0,0.2785132242343235,,1.0,1
67.0,90.24614055608272,0.0,0.0,0.1910193404519408,24.0,0.0,0
55.0,58.779906467163215,1.0,1.0,0.26138976420208154,23.0,1.0,0
53.0,108.77373685284977,6.0,1.0,0.16182388038566967,63.0,1.0,1
4.0,57.737143677478045,11.0,0.0,0.1799642800184176,68.0,0.0,1
68.0,107.48733184295453,3.0,0.0,0.1966609992562932,54.0,0.0,1
17.0,110.5060287709165,6.0,,0.2827730791182393,62.0,1.0,1
51.0,134.42016055986545,3.0,0.0,0.5472485938171994,20.0,0.0,0
19.0,120.5621536949833,9.0,1.0,0.06727694127297562,48.0,1.0,1
66.0,68.12339003443599,11.0,0.0,0.5365151145905964,72.0,1.0,1
27.0,91.00406290483816,2.0,0.0,0.14161121906454366,25.0,0.0,0
18.0,109.07141415530945,1.0,0.0,0.05268752883757876,69.0,1.0,0
44.0,82.04897747031873,9.0,1.0,0.15313101136188145,75.0,1.0,1
35.0,40.33903895043191,6.0,0.0,0.06381227048868372,66.0,0.0,0
28.0,75.48946102402458,3.0,1.0,0.2546562234584089,63.0,0.0,0
37.0,110.51955362709998,1.0,0.0,0.023486466872153403,40.0,1.0,0
71.0,73.23578423478318,4.0,1.0,0.4818114645335341,40.0,0.0,0
16.0,42.01235618288577,8.0,0.0,0.7407903683403085,21.0,1.0,1
9.0,84.21677591287417,2.0,0.0,0.08709053355291031,42.0,1.0,0
46.0,38.29274053613316,7.0,0.0,0.3015101355266213,67.0,1.0,1
64.0,42.061472248951354,1.0,1.0,0.46706339616815407,38.0,0.0,0
46.0,85.95509479212448,,0.0,0.21962527756728303,65.0,1.0,1
48.0,163.18221549234107,9.0,0.0,0.07686691760439536,29.0,0.0,0
3.0,151.84653463867326,3.0,1.0,0.18668942691645177,43.0,1.0,0
26.0,141.78411529421072,2.0,1.0,0.6539660961279039,35.0,1.0,0
29.0,56.738412453954545,1.0,1.0,0.4242508429843292,80.0,1.0,1
0.0,73.59650316379042,5.0,1.0,0.49992091673415,48.0,1.0,1
52.0,136.66693200729003,3.0,1.0,0.3520964822976749,55.0,0.0,0
69.0,130.9975942135021,6.0,1.0,0.4837439026543101,50.0,0.0,0
36.0,41.51558140990224,3.0,1.0,0.2073054105228427,,0.0,0
1.0,69.3187816407668,1.0,0.0,0.12186638268568616,,1.0,0
70.0,55.28147175447566,7.0,0.0,0.3403636001675208,63.0,0.0,1
37.0,122.04295614488187,11.0,0.0,0.5496156757940817,49.0,0.0,0
33.0,70.38972346146599,1.0,1.0,0.8852245523625112,62.0,0.0,0
3.0,59.39525774051276,11.0,0.0,0.07522015608946574,26.0,0.0,1
9.0,102.68488607697994,6.0,1.0,0.30308438869328763,43.0,0.0,0
38.0,64.12212338277845,8.0,1.0,0.2891456239215638,60.0,1.0,0
60.0,42.037000178758895,4.0,0.0,0.08870066020921842,61.0,1.0,0
21.0,114.27400799983913,2.0,1.0,0.14821703626530325,72.0,0.0,0
42.0,63.734393323477626,5.0,0.0,0.08158880066802418,42.0,0.0,0
50.0,104.77667706350087,7.0,1.0,0.07408359368154678,36.0,0.0,0
5.0,80.64412087468142,5.0,0.0,0.134070416237919,66.0,1.0,0
29.0,128.438504163534,9.0,1.0,0.36907292429747396,72.0,1.0,1
57.0,63.66172293651069,6.0,0.0,0.10163379291093642,20.0,0.0,0
50.0,51.01224094451525,5.0,1.0,,39.0,1.0,0
39.0,89.77628381414003,10.0,,0.1679272792675532,58.0,0.0,1
9.0,44.16512783928629,3.0,1.0,0.21933624284207817,43.0,1.0,0
12.0,112.46705821788154,2.0,1.0,0.20108288700803498,40.0,0.0,0
45.0,50.66337119426986,7.0,1.0,0.32622595326257425,19.0,1.0,0
51.0,93.62958101158489,3.0,1.0,0.3999613549442273,28.0,1.0,0
34.0,138.16397988241596,5.0,0.0,0.08301813620250362,18.0,0.0,0
35.0,71.92493662835822,6.0,1.0,0.29056197337369527,61.0,0.0,0
43.0,106.05740338308067,0.0,1.0,,21.0,1.0,0
18.0,40.09112640180804,5.0,1.0,0.4550551879193899,67.0,0.0,0
42.0,102.4093982125456,7.0,1.0,0.1313832594454696,38.0,1.0,0
48.0,44.12678759880902,0.0,1.0,0.14655363683742148,25.0,0.0,0
6.0,121.31337592463106,1.0,0.0,0.16049983370468773,37.0,0.0,0
6.0,79.02640736619178,4.0,,,25.0,0.0,0
40.0,70.86205880706532,8.0,,0.3225797902141627,47.0,1.0,1
7.0,91.56596094426413,2.0,0.0,0.2735848832012633,27.0,1.0,0
3.0,81.27892022869526,9.0,0.0,0.04796246171885354,,1.0,1
4.0,77.3649463113463,11.0,0.0,0.06408690852966054,38.0,1.0,1
44.0,97.20985455634954,0.0,0.0,0.5093016339191488,38.0,0.0,0
21.0,31.04915734926913,1.0,1.0,0.1568017386913904,22.0,0.0,0
23.0,59.57334372759348,10.0,1.0,0.3638823436296635,25.0,1.0,0
,52.78865986611572,7.0,0.0,0.22259551917870557,44.0,1.0,0
23.0,89.64277269743131,1.0,1.0,0.3715695350178114,71.0,0.0,0
38.0,152.375584152463,11.0,1.0,0.07312836346835258,23.0,1.0,0
2.0,62.36823622881474,9.0,0.0,0.642677601497074,58.0,0.0,1
51.0,33.934701023531375,4.0,0.0,0.34554531078662254,64.0,0.0,0
8.0,77.49531954418028,11.0,1.0,0.5228003348732112,45.0,1.0,0
68.0,113.5212224346149,7.0,0.0,0.0922964616039287,49.0,1.0,0
66.0,93.20150094206603,3.0,1.0,0.2791331119454805,51.0,1.0,0
4.0,116.68065052149723,8.0,1.0,0.4744580129744025,49.0,1.0,1
69.0,40.67709584278419,5.0,1.0,0.3393285063230462,63.0,0.0,0
6.0,54.59521093727568,2.0,1.0,0.4093806382952868,70.0,1.0,0
12.0,63.316090201428025,9.0,0.0,0.06399523640758199,63.0,0.0,1
23.0,125.59914055563391,3.0,0.0,0.14450909215687224,53.0,0.0,0
39.0,92.48584616429089,7.0,1.0,0.4041440446150185,62.0,0.0,1
50.0,106.1985893317448,6.0,1.0,0.2823512643726973,68.0,0.0,0
37.0,104.28990024619853,,1.0,0.6353342429906722,58.0,1.0,1
11.0,118.77207868960178,3.0,0.0,0.25458266638399596,80.0,0.0,0
23.0,89.10680295500333,6.0,1.0,0.19742500982655992,39.0,1.0,0
38.0,106.40098787016179,9.0,0.0,0.5950561304453641,30.0,0.0,1
39.0,84.67098095737413,3.0,0.0,0.15325218011503122,40.0,1.0,0
26.0,36.17811210551642,7.0,0.0,0.28413062630119573,66.0,0.0,1
6.0,63.97593740780208,11.0,0.0,0.03356580346134511,20.0,0.0,1
68.0,67.96620501872806,5.0,1.0,0.35564336128555296,55.0,1.0,0
49.0,90.17844918920758,5.0,1.0,0.31677356094019643,46.0,0.0,0
4.0,52.8468805421712,0.0,0.0,0.22837432716053555,53.0,1.0,0
32.0,106.22050007145926,2.0,0.0,0.047669133360232874,42.0,1.0,0
4.0,71.34294724445239,5.0,0.0,0.3976549623311326,53.0,1.0,1
28.0,96.99217743324333,10.0,0.0,0.19159810678107114,68.0,0.0,1
2.0,111.42772246375854,7.0,1.0,0.3920158916652216,24.0,,1
6.0,146.56951809535263,0.0,1.0,0.3138986552298607,65.0,0.0,0
61.0,120.7145620917554,0.0,1.0,0.1854695421878875,,0.0,0
60.0,118.32689634680409,10.0,1.0,0.21255311921562758,76.0,1.0,1
49.0,102.8355792531951,4.0,0.0,0.32830972056038915,63.0,1.0,0
62.0,39.22657468653243,0.0,0.0,0.3423737835608954,48.0,1.0,1
38.0,115.52012460603244,0.0,1.0,0.4080710983267531,,1.0,0
33.0,112.07871557706112,4.0,0.0,0.4304174917707737,26.0,0.0,0
57.0,29.39804019546245,11.0,1.0,0.6561815788786085,26.0,0.0,0
41.0,87.56650482197593,5.0,0.0,0.12299987870056954,71.0,1.0,0
51.0,86.46352910575098,11.0,1.0,0.5064966959613659,30.0,0.0,1
29.0,121.17600435109739,7.0,1.0,0.11943626697780106,37.0,1.0,1
12.0,59.012595352493705,11.0,1.0,0.21702703654843408,63.0,1.0,1
26.0,61.11614605112558,5.0,0.0,0.13978691612207905,19.0,1.0,0
64.0,73.1324787877748,11.0,1.0,0.10645520230206226,54.0,0.0,0
40.0,114.9799785178791,0.0,1.0,0.2947422994605318,57.0,0.0,0
35.0,173.004966805572,0.0,0.0,0.0821848952124296,57.0,0.0,0
23.0,97.20528648679144,6.0,1.0,0.08898188299134953,36.0,0.0,0
29.0,86.3628828408145,1.0,1.0,0.5382399808844059,35.0,0.0,0
55.0,66.56441975333884,9.0,0.0,0.24313438192055728,26.0,0.0,0
67.0,118.56815101457799,5.0,0.0,0.3968894028588597,59.0,0.0,0
70.0,98.20671028897344,0.0,1.0,0.34926197854202246,21.0,1.0,0
32.0,65.17487800264577,4.0,0.0,0.11431821557394406,61.0,0.0,0
24.0,65.64952427846708,0.0,0.0,0.2015354706073051,26.0,0.0,0
8.0,10.336017629104376,11.0,0.0,0.1031379098196117,67.0,0.0,1
43.0,101.84597307241238,1.0,0.0,0.12579748497686402,34.0,1.0,0
34.0,146.5156041297967,7.0,0.0,0.11424470417301721,71.0,0.0,1
40.0,91.11013146050387,3.0,1.0,0.1446252022195436,21.0,0.0,0
54.0,104.28875608054759,7.0,0.0,0.16945938988082584,74.0,1.0,1
0.0,103.37618185720478,3.0,1.0,,45.0,0.0,0
62.0,112.5508537733798,4.0,0.0,0.23664396952479574,34.0,1.0,0
51.0,136.4013121756668,10.0,1.0,0.20272766072849016,57.0,1.0,1
50.0,64.59026572857724,5.0,1.0,0.36807480663099285,28.0,1.0,0
29.0,95.14256817730596,3.0,1.0,0.3327876001827925,71.0,1.0,1
0.0,104.75766055514934,9.0,1.0,,60.0,0.0,1
60.0,51.18795480914608,11.0,0.0,0.4418052922360038,38.0,0.0,1
42.0,82.74001939735135,4.0,0.0,0.5502704630686402,61.0,0.0,0
34.0,110.34629588752476,6.0,1.0,0.14768517071568973,19.0,1.0,0
30.0,78.55855343301579,11.0,0.0,0.1983589393596093,79.0,0.0,1
6.0,77.78435638685121,10.0,1.0,0.5904411610920732,61.0,0.0,1
21.0,127.24126087832491,10.0,0.0,0.17515202584050646,25.0,0.0,1
41.0,68.97373273574213,11.0,0.0,0.16024595164869238,73.0,1.0,1
44.0,65.49618606420518,9.0,0.0,0.1540396845315692,78.0,1.0,0
14.0,48.39737355518832,7.0,0.0,0.25102011561160414,52.0,0.0,1
40.0,67.25917653243414,6.0,1.0,0.08147821753250577,70.0,0.0,0
34.0,114.96128178142273,6.0,1.0,0.2126596218881481,71.0,1.0,1
67.0,84.3461331193933,8.0,1.0,0.4619830489142605,43.0,1.0,1
44.0,56.68667523980298,5.0,0.0,0.12270685706614266,34.0,0.0,0
53.0,,10.0,0.0,0.7232884526382284,41.0,0.0,1
33.0,67.50559063835978,5.0,1.0,0.6814111993901633,78.0,1.0,0
42.0,97.60635784000414,3.0,1.0,0.587549633318725,67.0,1.0,0
27.0,58.74857086373524,11.0,1.0,0.41924400366728154,57.0,1.0,1
51.0,58.444174818206406,9.0,1.0,0.18435108489283364,23.0,0.0,1
71.0,93.54499780788232,2.0,0.0,0.22928984487760182,24.0,0.0,0
38.0,76.30557197402224,2.0,1.0,0.08664186690533847,33.0,1.0,0
9.0,25.74092655849703,11.0,1.0,0.4521041892291567,57.0,1.0,1
63.0,34.92966272802109,7.0,1.0,0.5537935641159755,51.0,1.0,1
35.0,114.83390070250655,8.0,0.0,0.3372660439479174,59.0,0.0,0
1.0,90.41905595147082,5.0,1.0,0.329740547022964,75.0,1.0,1
9.0,106.19184289251108,8.0,1.0,0.4545565089965987,62.0,0.0,0
71.0,42.52253580259246,5.0,1.0,0.44174660591060033,77.0,1.0,1
,74.30481454660352,11.0,0.0,0.1621927338364022,73.0,1.0,1
15.0,86.89668419458995,5.0,1.0,0.5557602685853618,33.0,1.0,0
52.0,68.63963226866616,10.0,1.0,0.22167297294843438,66.0,1.0,1
2.0,104.40689294377344,9.0,,0.16523068752364434,54.0,1.0,1
28.0,109.80884874057027,3.0,1.0,0.1118262291638717,80.0,1.0,0
37.0,108.15783472439756,7.0,0.0,0.20483031030333385,54.0,0.0,1
60.0,51.52030178246866,6.0,0.0,0.32289604620103596,37.0,0.0,0
18.0,85.56584656651309,0.0,1.0,0.1873530816951592,45.0,1.0,0
8.0,123.74980532256507,5.0,1.0,0.3534670712726616,72.0,0.0,1
39.0,107.09088192923618,6.0,0.0,0.5849541389290305,60.0,0.0,0
40.0,91.58141327387749,10.0,0.0,0.2328940846941279,75.0,0.0,1
71.0,72.31866639311787,1.0,1.0,0.2514291570034209,48.0,1.0,0
59.0,125.63343427032976,9.0,0.0,0.2669822292802694,51.0,0.0,1
26.0,,1.0,1.0,0.36862257822765016,,1.0,0
3.0,76.11438555420523,7.0,0.0,0.6375115192158893,37.0,1.0,1
65.0,128.07542161642783,1.0,0.0,0.0765041604388093,46.0,0.0,0
10.0,86.20975984600615,5.0,1.0,0.24960806352727227,38.0,0.0,0
59.0,70.26934679172969,6.0,0.0,0.31211978355140274,80.0,0.0,1
62.0,92.8803726968985,6.0,0.0,0.1219357487050148,30.0,0.0,0
35.0,64.69599671288685,11.0,0.0,0.4621717537158875,79.0,0.0,1
51.0,73.31005572538194,3.0,1.0,0.22733289155328296,25.0,1.0,0
22.0,79.19430198822663,1.0,0.0,0.22172939286133864,70.0,1.0,0
63.0,109.42198286967741,1.0,1.0,0.1958351520628807,36.0,1.0,0
31.0,82.14999399305142,7.0,,0.2763557901338945,31.0,1.0,1
60.0,99.52467298474517,9.0,1.0,0.28437766072246173,36.0,0.0,1
,55.55132307323716,9.0,0.0,0.2557402623800667,65.0,0.0,1
11.0,82.82138245336263,6.0,0.0,0.34998084604472346,72.0,1.0,1
44.0,70.60536343646244,11.0,0.0,0.4871082404491181,,0.0,1
68.0,112.6595508940357,7.0,1.0,0.03268238277553035,63.0,1.0,1
48.0,100.13345254325202,3.0,,0.39248647552876353,36.0,1.0,0
18.0,119.89491957825217,5.0,1.0,0.47713434802917276,63.0,0.0,0
61.0,80.79315292060855,0.0,1.0,0.2784600359144937,77.0,1.0,0
48.0,97.00800679061011,2.0,1.0,,64.0,1.0,0
7.0,53.304361320721284,9.0,0.0,0.33658664268238553,59.0,1.0,1
55.0,114.55124557593204,9.0,,0.19436159262588185,43.0,0.0,0
43.0,61.05096502891023,10.0,1.0,0.23351140912530927,76.0,1.0,1
5.0,57.075695293116084,1.0,1.0,0.09046927493869775,21.0,1.0,0
6.0,84.81670284336575,0.0,0.0,0.23567118093418363,49.0,1.0,0
8.0,79.96417465559367,7.0,1.0,0.17888498689761886,32.0,0.0,0
25.0,90.99081778187212,2.0,1.0,0.17335483549023178,62.0,0.0,0
14.0,121.77914503473839,7.0,0.0,,34.0,1.0,1
41.0,74.04527720359195,2.0,1.0,0.2860655169875652,44.0,0.0,0
53.0,69.98431246412929,9.0,0.0,0.6098504950896916,63.0,0.0,1
51.0,77.31148616621817,4.0,0.0,0.1919373274720799,49.0,0.0,0
66.0,73.82371604907556,4.0,1.0,0.2768583748709512,32.0,1.0,0
12.0,105.39533456480797,5.0,1.0,0.2968498266498972,63.0,1.0,0
53.0,66.84167775087417,3.0,0.0,0.15674415600229744,35.0,0.0,0
37.0,62.317592147573244,9.0,0.0,0.3933754889028424,40.0,0.0,1
6.0,69.78947926896284,2.0,0.0,0.4218169591568579,53.0,0.0,0
0.0,82.27101515054332,0.0,0.0,0.43181676800273716,53.0,0.0,0
29.0,130.39942248063588,7.0,1.0,0.3663383847098489,49.0,1.0,0
65.0,70.93349317197038,11.0,0.0,0.6150720580922773,53.0,1.0,1
38.0,51.80228056870444,6.0,1.0,0.08568035728165627,66.0,0.0,0
62.0,99.66941991733442,11.0,1.0,0.19875870688062322,78.0,1.0,1
23.0,126.27448120288055,10.0,0.0,0.2428609582425547,27.0,0.0,0
57.0,87.26261851076679,0.0,0.0,0.18956878497654508,71.0,0.0,0
33.0,93.96578451768676,6.0,0.0,0.12219564422883326,37.0,,1
69.0,44.90841859383011,5.0,0.0,0.4742472992746174,47.0,0.0,0
34.0,67.73154966954093,2.0,1.0,0.1896646829142421,55.0,1.0,0
46.0,78.89598846621841,0.0,0.0,0.22545667778402742,19.0,0.0,0
66.0,85.916878447349,0.0,1.0,0.19152290444410552,48.0,1.0,1
51.0,114.07178820344689,3.0,0.0,0.30957498629755004,61.0,0.0,0
49.0,60.58515500161477,9.0,0.0,0.16642391656395691,76.0,1.0,1
41.0,108.62771220569047,5.0,0.0,0.2579457716186637,61.0,1.0,0
1.0,139.05770090166587,10.0,1.0,0.22494880503952408,79.0,0.0,1
11.0,69.38102736144504,10.0,1.0,0.5324428139460068,32.0,0.0,1
42.0,80.96193060709567,5.0,0.0,0.2748475069368783,,1.0,0
49.0,74.45616806777764,9.0,0.0,0.10783543193987735,74.0,0.0,1
0.0,101.83631723187214,0.0,0.0,0.5378194609756279,45.0,0.0,1
18.0,88.72192537156654,5.0,1.0,0.285447498151332,46.0,0.0,0
71.0,44.02369298284007,3.0,0.0,0.2053359717153676,77.0,1.0,0
43.0,49.681895302992146,4.0,1.0,0.3618438719888606,79.0,1.0,0
21.0,36.952498694204436,2.0,1.0,0.19782615043828786,50.0,0.0,0
32.0,80.57326035866633,11.0,0.0,0.17563826120009296,38.0,0.0,1
32.0,85.1365948496606,7.0,0.0,0.18753354785568452,65.0,0.0,0
11.0,93.86333929496963,2.0,1.0,0.3435462603493791,25.0,0.0,0
44.0,74.49247382266236,10.0,1.0,0.15202388181848436,55.0,0.0,1
24.0,48.90562996383155,7.0,0.0,0.24092607339936328,63.0,0.0,0
22.0,103.83493412844646,10.0,1.0,0.19957972396869833,60.0,0.0,1
33.0,72.00321212452964,2.0,1.0,0.12647423924063317,68.0,0.0,0
13.0,75.33452544573072,9.0,0.0,0.36492413496226095,77.0,1.0,1
36.0,124.3235992058706,8.0,0.0,0.2745346936732775,34.0,0.0,0
9.0,104.06748705261536,10.0,1.0,0.34829017441683646,31.0,1.0,1
66.0,113.80478221913273,0.0,1.0,0.12222631780546785,62.0,1.0,0
67.0,144.25745015472617,6.0,0.0,0.2610678434593252,58.0,1.0,0
15.0,66.85699054931106,5.0,1.0,0.4387054023625076,71.0,1.0,1
69.0,79.05656817852945,1.0,1.0,0.4672586840060212,41.0,1.0,0
41.0,61.22171235069575,1.0,1.0,0.5826534224135566,77.0,1.0,0
26.0,91.61555786525241,0.0,0.0,0.43473976283961613,53.0,1.0,0
38.0,98.36331050964047,7.0,0.0,0.3285733511687381,75.0,0.0,1
19.0,115.4191333986638,7.0,1.0,0.140228527310581,50.0,1.0,1
8.0,26.863882607835322,11.0,1.0,0.09560722854625854,44.0,0.0,1
32.0,96.7984650812455,7.0,1.0,0.12680673223068686,44.0,0.0,1
56.0,103.03655987308653,3.0,1.0,0.4057524299449738,50.0,1.0,0
53.0,95.77480327112349,3.0,1.0,0.04513594911885706,64.0,0.0,0
70.0,66.54812041093118,6.0,1.0,0.4790321944260433,23.0,0.0,1
4.0,57.340706000545566,4.0,0.0,0.4671688486732519,24.0,1.0,0
34.0,95.98134417486288,5.0,0.0,0.1597124289242016,33.0,0.0,0
27.0,90.22531844267237,4.0,0.0,0.4268616873503804,77.0,0.0,1
35.0,105.31435257612607,3.0,0.0,0.11356169194155433,36.0,1.0,0
52.0,43.925340062889525,1.0,0.0,0.702807386224323,29.0,0.0,0
9.0,107.82523760916625,4.0,0.0,0.1596449376619072,79.0,0.0,0
67.0,73.07544927031648,8.0,0.0,0.31810191351414496,60.0,1.0,1
52.0,33.63778466169183,7.0,0.0,0.4010170834386672,19.0,0.0,0
52.0,90.29587541059172,4.0,0.0,0.2565602827383534,,1.0,1
55.0,67.19091361723878,9.0,1.0,0.1092269329263772,71.0,0.0,1
63.0,96.79768826491983,9.0,0.0,0.24026342882539584,59.0,1.0,0
41.0,86.13147778969608,1.0,1.0,0.15852594321856642,57.0,1.0,0
12.0,138.62778649754364,5.0,1.0,0.2902350202540661,33.0,0.0,0
28.0,72.72873939802867,1.0,0.0,0.5762240675346151,45.0,1.0,1
,45.58195857393733,11.0,0.0,0.3363605539745359,19.0,1.0,1
56.0,100.52034145157894,8.0,1.0,0.23592839979653565,26.0,1.0,0
41.0,13.563012238073952,4.0,0.0,0.06762601938826171,71.0,1.0,1
12.0,120.98462050829622,6.0,0.0,0.32464363505569144,50.0,0.0,0
20.0,146.57125598297037,7.0,1.0,0.33469354711388055,64.0,0.0,1
50.0,114.34861946209207,6.0,1.0,0.14128690518872095,49.0,1.0,1
41.0,99.0537838794696,5.0,0.0,0.45836892007354685,28.0,0.0,0
45.0,130.46575543311164,2.0,0.0,0.11955623003362813,32.0,1.0,0
21.0,,5.0,0.0,0.40334976502351466,75.0,0.0,0
0.0,126.06302110199456,4.0,1.0,0.35254679074716333,50.0,0.0,0
15.0,33.858029405086455,11.0,1.0,0.599518965723957,45.0,0.0,1
64.0,48.9355119105116,7.0,1.0,0.3605725160651985,48.0,1.0,1
0.0,53.23433251448091,7.0,0.0,0.33264479032784044,25.0,1.0,1
6.0,53.85184008137156,10.0,0.0,0.5640476039267625,50.0,0.0,1
58.0,75.01525366879324,3.0,1.0,0.5051400778987405,18.0,1.0,0
43.0,69.4757395579831,8.0,1.0,0.2504903532104222,42.0,0.0,0
18.0,100.32119693316483,10.0,0.0,0.44684445218815894,72.0,0.0,1
16.0,90.32481553693884,9.0,0.0,0.37077258066376384,31.0,1.0,1
14.0,130.78707198584073,1.0,1.0,0.14416205709448635,80.0,1.0,0
44.0,114.93043250182835,9.0,1.0,0.15340880603247153,51.0,1.0,0
59.0,88.28078094529259,4.0,1.0,0.17444517368793022,56.0,1.0,0
54.0,71.40996897711405,,1.0,0.15662984670461785,68.0,0.0,0
20.0,69.7865998471492,3.0,1.0,0.21808472980295107,24.0,1.0,0
5.0,,5.0,1.0,0.2697138513158999,35.0,1.0,1
50.0,90.50616964333585,0.0,1.0,0.16662409988543594,44.0,1.0,0
52.0,127.90119133774188,0.0,1.0,0.2602295486840472,55.0,0.0,0
38.0,90.96165381749243,1.0,1.0,,42.0,1.0,0
10.0,86.67193831983799,6.0,0.0,0.2629369828387103,28.0,1.0,0
19.0,150.12381400176122,9.0,1.0,0.2748879611041178,80.0,0.0,0
45.0,81.37984077906125,7.0,0.0,0.33595161641777194,80.0,0.0,0
13.0,131.98530903546492,0.0,1.0,0.15825331518024321,44.0,1.0,0
16.0,126.26524748129033,2.0,0.0,0.3727061011635148,72.0,0.0,1
65.0,28.724383183806246,4.0,1.0,0.06700443167066189,76.0,1.0,0
45.0,46.19237791772123,10.0,0.0,0.02907622155227481,29.0,0.0,1
26.0,64.08950899390001,6.0,1.0,0.2655761631490261,75.0,1.0,1
64.0,123.82517893360074,0.0,1.0,0.37713703820809263,22.0,0.0,0
35.0,73.3956198817225,7.0,0.0,0.5671546780511662,68.0,0.0,1
0.0,77.87056825036389,1.0,0.0,0.22133324739605906,59.0,0.0,1
31.0,65.08738022595335,5.0,0.0,0.19234661882799692,51.0,0.0,1
16.0,50.49924388201991,9.0,0.0,0.283649766450948,45.0,1.0,1
65.0,95.68302861508124,6.0,1.0,0.03604726785645098,76.0,0.0,0
57.0,110.22058094593126,,1.0,0.03976757881224059,42.0,0.0,0
62.0,81.42652003169599,11.0,0.0,0.05726725789654713,24.0,0.0,1
43.0,81.91011994692917,9.0,,0.25382409676606615,48.0,0.0,1
49.0,66.69839344669172,4.0,1.0,0.12952853546041265,,1.0,1
,137.8070642732729,2.0,0.0,0.20421840044080763,19.0,0.0,0
63.0,82.63871961706896,10.0,0.0,0.12087415708563418,56.0,0.0,1
